Система автоматизации,AS
Абонент,ГПА-32
Ретросистема,Текущий
Дата,14.11.22
Время,14:50:15
Длительность архива (сек),1200.00
Время предыстории (сек),1200.00
Шаг дискретизации (сек),1.00

Время,"Частота вращения ротора СТ (1), об/мин","Давление газа на входе Км, Р Гвх.Км, МПа","Давление газа на выходе Км, Рг.вых.Км, МПа","Положение крана  № 6р (АПРК), %","Температура газа на входе Км, ТГ.вх.Км, °С","Температура газа на выходе Км, ТГ.вых.Км, °С","Виброперемещение ротора Км в передней опоре, гор. сост. (размах), мкм","Виброперемещение ротора Км в передней опоре, верт. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре гор. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре верт. сост. (размах), мкм","Осевой сдвиг ротора К, мм","Перепад давления  на конфузоре,  DРКонф, кПа","Помпажный запас, %","Расчетная степень сжатия Км,","Частота вращения ротора СТ (2), об/мин"
-1183.92,,3.2708,4.0448,32.0132,24.9176,52.7409,26.9640,25.9241,18.9525,14.9740,0.2765,88.7037,51.5384,1.2291,7973.4580
-1182.92,,3.2708,4.0639,32.8885,24.9176,52.7409,27.9586,25.9241,18.9525,14.9740,0.2775,88.7789,51.5714,1.2342,7972.3706
-1181.92,,3.2708,4.0820,34.0929,24.9176,52.7409,27.9586,24.9204,20.9509,14.9740,0.2784,88.5706,51.5775,1.2399,7967.6626
-1180.92,,3.2708,4.1052,34.8560,24.9176,52.7409,29.9570,24.9204,20.9509,14.9740,0.2794,88.3276,51.5940,1.2464,7959.0557
-1179.92,,3.2708,4.1291,35.2648,24.9176,52.7409,29.9570,27.9134,22.9492,15.9777,0.2833,87.3669,51.4236,1.2534,7952.1592
-1178.92,,3.2708,4.1450,35.3552,24.9176,52.7409,31.9643,27.9134,22.9492,15.9777,0.2833,87.0949,51.4194,1.2585,7945.2739
-1177.92,,3.2708,4.1508,35.3805,24.9176,52.7409,31.9643,29.9298,19.9562,16.9723,0.2824,86.9792,51.3970,1.2609,7943.4644
-1176.92,,3.2708,4.1544,35.3660,24.9176,52.7409,21.9546,29.9298,19.9562,16.9723,0.2815,86.9676,51.3181,1.2620,7948.5151
-1175.92,,3.2708,4.1580,35.3552,24.9176,52.7409,21.9546,21.9274,20.9509,14.9740,0.2815,87.1296,51.3284,1.2631,7950.7095
-1174.92,,3.2708,4.1605,35.3805,24.9176,52.7409,39.9667,21.9274,20.9509,14.9740,0.2823,87.1875,51.3118,1.2638,7955.3682
-1173.92,,3.2708,4.1605,35.4131,24.9176,52.7409,39.9667,34.9121,25.9512,17.9669,0.2822,87.5289,51.3392,1.2639,7960.7871
-1172.92,,3.2708,4.1616,35.3769,24.9176,52.7409,35.9610,34.9121,25.9512,17.9669,0.2813,87.4826,51.2431,1.2642,7969.8345
-1171.92,,3.2718,4.1630,35.3660,24.9176,52.7409,35.9610,25.9241,19.9562,15.9777,0.2815,87.9340,51.2637,1.2643,7975.6362
-1170.92,,3.2718,4.1667,35.3479,24.9176,52.7409,32.9680,25.9241,19.9562,15.9777,0.2805,87.8762,51.2724,1.2652,7976.7236
-1169.92,,3.2718,4.1678,35.3624,24.9176,52.7409,32.9680,29.9298,24.9385,17.9669,0.2775,87.5752,51.2068,1.2657,7975.9980
-1168.92,,3.2718,4.1678,35.3118,24.9176,52.7409,36.9557,29.9298,24.9385,17.9669,0.2773,87.6215,51.1753,1.2657,7978.3604
-1167.92,,3.2718,4.1678,35.3443,24.9176,52.7409,36.9557,23.9258,17.9579,13.9703,0.2801,87.7373,51.1979,1.2657,7978.3604
-1166.92,,3.2718,4.1688,35.3552,24.9176,52.7409,24.9656,23.9258,17.9579,13.9703,0.2833,87.7199,51.1642,1.2660,7981.8105
-1165.92,,3.2718,4.1703,36.2811,24.9176,52.7409,24.9656,24.9204,24.9385,13.9703,0.2815,87.8009,51.2169,1.2663,7979.2661
-1164.92,,3.2718,4.1797,37.2649,24.9176,52.7409,35.9610,24.9204,24.9385,13.9703,0.2844,87.7026,51.2609,1.2686,7973.8232
-1163.92,,3.2718,4.2039,38.7985,24.9176,52.7409,35.9610,31.9191,22.9492,16.9723,0.2891,87.2280,51.2482,1.2750,7965.5991
-1162.92,,3.2718,4.2321,39.4821,24.9176,52.7409,33.9627,31.9191,22.9492,16.9723,0.2894,86.6146,51.1717,1.2837,7954.6479
-1161.92,,3.2718,4.2556,39.9559,24.9176,52.8166,33.9627,25.9241,18.9525,14.9740,0.2924,86.0243,51.1003,1.2909,7944.9141
-1160.92,,3.2718,4.2737,40.1584,24.9176,52.8166,27.9586,25.9241,18.9525,14.9740,0.2924,85.0521,50.9785,1.2964,7936.9585
-1159.92,,3.2718,4.2860,40.2271,24.9176,52.8166,27.9586,27.9134,27.9496,15.9777,0.2943,85.5613,51.0357,1.3002,7936.9585
-1158.92,,3.2718,4.2943,40.2488,24.9176,52.8166,37.9503,27.9134,27.9496,15.9777,0.2974,85.4282,50.9210,1.3027,7945.2769
-1157.92,,3.2718,4.2990,40.2199,24.9176,52.8166,37.9503,37.9141,18.9525,19.9653,0.2954,85.5613,50.9124,1.3045,7949.2607
-1156.92,,3.2718,4.3041,40.1910,24.9176,52.8166,29.9570,37.9141,18.9525,19.9653,0.2954,85.7234,50.8617,1.3059,7958.6206
-1155.92,,3.2708,4.3077,40.2199,24.9176,52.8166,29.9570,30.9245,23.9439,16.9723,0.2983,85.7639,50.7542,1.3074,7969.7402
-1154.92,,3.2708,4.3088,40.1656,24.9176,52.8166,37.9593,30.9245,23.9439,16.9723,0.2974,85.9375,50.7348,1.3079,7975.6362
-1153.92,,3.2708,4.3113,40.1656,24.9176,52.8166,37.9593,25.9241,20.9509,14.9740,0.2975,86.0822,50.7173,1.3086,7980.3560
-1152.92,,3.2708,4.3135,40.1367,24.9176,52.8166,30.9697,25.9241,20.9509,14.9740,0.3003,86.1285,50.7367,1.3093,7980.3560
-1151.92,,3.2708,4.3171,40.2018,24.9176,52.8166,30.9697,26.9188,27.9496,15.9777,0.2983,86.3310,50.8150,1.3101,7979.2661
-1150.92,,3.2708,4.3171,40.2127,24.9176,52.8166,39.9667,26.9188,27.9496,15.9777,0.2993,86.0995,50.7507,1.3104,7979.6294
-1149.92,,3.2708,4.3186,40.2054,24.9176,52.8166,39.9667,37.9141,25.9512,20.9599,0.2983,86.2384,50.8359,1.3108,7975.6362
-1148.92,,3.2708,4.3175,40.2271,24.9176,52.8166,38.9540,37.9141,25.9512,20.9599,0.2983,85.9838,50.7671,1.3105,7975.9980
-1147.92,,3.2708,4.3175,40.1837,24.9176,52.8166,38.9540,34.9121,24.9385,19.9653,0.3003,86.1458,50.7785,1.3105,7977.0879
-1146.92,,3.2708,4.3175,40.1946,24.9176,52.8923,32.9590,34.9121,24.9385,19.9653,0.2976,86.2847,50.8197,1.3105,7977.0879
-1145.92,,3.2708,4.3175,40.1874,24.9176,52.8923,32.9590,26.9278,18.9525,14.9740,0.2974,86.1863,50.7667,1.3105,7979.6294
-1144.92,,3.2708,4.3222,41.2977,24.9176,52.8923,28.9623,26.9278,18.9525,14.9740,0.2983,86.2442,50.7995,1.3114,7977.6396
-1143.92,,3.2708,4.3439,42.7445,24.9176,52.8923,28.9623,26.9278,17.9579,15.9777,0.2993,85.6887,50.7546,1.3172,7969.4731
-1142.92,,3.2708,4.3736,43.6632,24.9176,52.8923,26.9640,26.9278,17.9579,15.9777,0.3014,85.3356,50.7869,1.3257,7958.2583
-1141.92,,3.2708,4.4090,44.7483,24.9176,52.8923,26.9640,28.9171,23.9439,16.9723,0.3034,84.5197,50.6521,1.3358,7949.2349
-1140.92,,3.2708,4.4455,45.2474,24.9176,52.8923,36.9557,28.9171,23.9439,16.9723,0.3054,83.8310,50.4920,1.3469,7945.2739
-1139.92,,3.2708,4.4759,45.4572,24.9176,52.8923,36.9557,30.9245,23.9439,15.9777,0.3046,83.2002,50.3166,1.3561,7943.4644
-1138.92,,3.2697,4.4940,45.4680,24.9176,52.8923,35.9610,30.9245,23.9439,15.9777,0.3074,82.9688,50.2714,1.3625,7940.9551
-1137.92,,3.2697,4.5070,45.5078,24.9176,52.8923,35.9610,30.9245,25.9512,17.9669,0.3074,82.9167,50.3215,1.3665,7935.2046
-1136.92,,3.2697,4.5143,45.4572,24.9176,52.8923,45.9527,30.9245,25.9512,17.9669,0.3094,82.7083,50.2166,1.3690,7938.0791
-1135.92,,3.2697,4.5179,45.4680,24.9176,52.9680,45.9527,37.9141,27.9496,19.9653,0.3074,82.7662,50.1577,1.3701,7944.5542
-1134.92,,3.2697,4.5204,45.4138,24.9176,52.9680,49.9584,37.9141,27.9496,19.9653,0.3113,82.7315,50.0183,1.3710,7955.4253
-1133.92,,3.2697,4.5229,45.4282,24.9176,52.9680,49.9584,36.9104,31.9372,18.9706,0.3124,82.7836,50.0541,1.3718,7956.8774
-1132.92,,3.2697,4.5240,45.4463,24.9176,52.9680,40.9614,36.9104,31.9372,18.9706,0.3134,82.7315,49.9586,1.3722,7960.7871
-1131.92,,3.2697,4.5251,45.4861,24.9176,52.9680,40.9614,32.9228,20.9509,16.9723,0.3134,83.0151,49.9608,1.3725,7967.6626
-1130.92,,3.2697,4.5287,45.4933,24.9176,52.9680,40.9614,32.9228,20.9509,16.9723,0.3153,83.3912,49.9977,1.3733,7975.1108
-1129.92,,3.2697,4.5323,45.4680,24.9176,52.9680,40.9614,38.9088,32.9409,20.9599,0.3163,83.5532,49.9880,1.3745,7980.8892
-1128.92,,3.2697,4.5360,45.4210,24.9176,52.9680,49.9584,38.9088,32.9409,20.9599,0.3163,83.7847,50.0497,1.3756,7982.3345
-1127.92,,3.2697,4.5374,45.4355,24.9176,52.9680,49.9584,30.9245,25.9512,17.9669,0.3145,83.4375,50.0012,1.3761,7980.1821
-1126.92,,3.2697,4.5374,45.4102,24.9176,53.0437,40.9614,30.9245,25.9512,17.9669,0.3144,83.3391,49.9222,1.3762,7980.1670
-1125.92,,3.2697,4.5363,45.3921,24.9176,53.0437,40.9614,31.9191,22.9492,18.9706,0.3134,83.3044,49.9321,1.3758,7980.7202
-1124.92,,3.2697,4.5363,45.4174,24.9176,53.0437,37.9774,31.9191,22.9492,18.9706,0.3134,83.5822,49.9585,1.3758,7983.2627
-1123.92,,3.2697,4.5374,45.4391,24.9176,53.0437,37.9774,33.9175,27.9496,17.9669,0.3134,83.7558,50.0551,1.3761,7980.7202
-1122.92,,3.2697,4.5396,45.3559,24.9176,53.0437,57.9608,33.9175,27.9496,17.9669,0.3153,83.6053,49.9721,1.3768,7984.5044
-1121.92,,3.2708,4.5410,45.3668,24.9176,53.0437,57.9608,37.9141,33.9536,21.9727,0.3144,83.6227,49.9591,1.3768,7985.2285
-1120.92,,3.2708,4.5410,45.3848,24.9176,53.0437,49.9584,37.9141,33.9536,21.9727,0.3144,83.4896,49.9605,1.3768,7982.5371
-1119.92,,3.2708,4.5385,45.4644,24.9176,53.1194,49.9584,34.9121,30.9426,19.9653,0.3163,83.1134,49.8594,1.3762,7982.1719
-1118.92,,3.2708,4.5374,45.4572,24.9176,53.1194,47.9510,34.9121,30.9426,19.9653,0.3144,83.5417,49.9323,1.3757,7983.8354
-1117.92,,3.2708,4.5385,45.4102,24.9176,53.1194,47.9510,33.9175,26.9549,20.9599,0.3113,83.3970,49.9104,1.3760,7983.2627
-1116.92,,3.2708,4.5396,45.3993,24.9176,53.1194,40.9614,33.9175,26.9549,20.9599,0.3153,83.5185,49.9109,1.3763,7987.0381
-1115.92,,3.2708,4.5410,45.3812,24.9176,53.1194,40.9614,32.9228,22.9492,17.9669,0.3134,83.6111,49.9330,1.3768,7986.3140
-1114.92,,3.2708,4.5421,45.3740,24.9176,53.1194,35.9610,32.9228,22.9492,17.9669,0.3134,83.7211,49.9863,1.3771,7986.5361
-1113.92,,3.2708,4.5421,45.2908,24.9176,53.1194,35.9610,28.9171,23.9619,17.9669,0.3134,83.6979,49.9507,1.3771,7986.8999
-1112.92,,3.2708,4.5421,45.2836,24.9176,53.1194,41.9560,28.9171,23.9619,17.9669,0.3163,83.5532,49.9151,1.3771,7987.7627
-1111.92,,3.2708,4.5421,45.2474,24.9176,53.1951,41.9560,32.9228,23.9619,17.9669,0.3163,83.8079,49.9957,1.3771,7987.6284
-1110.92,,3.2708,4.5399,45.2836,24.9176,53.1951,34.9573,32.9228,23.9619,17.9669,0.3184,83.5706,49.8790,1.3767,7991.0205
-1109.92,,3.2708,4.5385,45.2148,24.9176,53.1951,34.9573,27.9134,21.9455,16.9723,0.3173,83.6863,49.8986,1.3761,7992.2163
-1108.92,,3.2708,4.5374,45.1678,24.9176,53.1951,41.9651,27.9134,21.9455,16.9723,0.3173,83.8889,49.9386,1.3758,7992.8325
-1107.92,,3.2708,4.5374,45.0376,24.8401,53.1951,41.9651,32.9228,32.9409,18.9706,0.3181,83.7789,49.9125,1.3757,7993.4551
-1106.92,,3.2708,4.5349,44.9689,24.8401,53.2708,44.9580,32.9228,32.9409,18.9706,0.3173,83.8137,49.8792,1.3752,7995.0083
-1105.92,,3.2708,4.5327,44.8749,24.8401,53.2708,44.9580,32.9228,23.9619,20.9599,0.3163,84.1319,50.0040,1.3744,7992.4717
-1104.92,,3.2708,4.5291,44.7049,24.8401,53.2708,35.9610,32.9228,23.9619,20.9599,0.3163,83.9815,49.9755,1.3734,7992.8325
-1103.92,,3.2708,4.5240,44.5891,24.8401,53.2708,35.9610,27.9134,21.9455,16.9723,0.3163,84.0914,49.9478,1.3720,7995.2764
-1102.92,,3.2708,4.5182,44.4734,24.8401,53.2708,32.9590,27.9134,21.9455,16.9723,0.3184,84.3808,50.0310,1.3703,7996.8223
-1101.92,,3.2708,4.5132,44.2708,24.8401,53.2708,32.9590,28.9171,21.9455,17.9669,0.3184,84.3287,49.9895,1.3688,8000.4526
-1100.92,,3.2708,4.5074,44.1008,24.8401,53.3466,31.9643,28.9171,21.9455,17.9669,0.3178,84.6412,50.0329,1.3669,8002.2676
-1099.92,,3.2708,4.5012,44.0394,24.8401,53.3466,31.9643,26.9188,19.9562,14.9740,0.3173,84.9595,50.1197,1.3652,8004.0854
-1098.92,,3.2708,4.4965,44.0104,24.8401,53.3466,29.9570,26.9188,19.9562,14.9740,0.3164,84.7106,50.0323,1.3637,8006.9937
-1097.92,,3.2708,4.4929,44.5240,24.8401,53.3466,29.9570,24.9204,16.9542,13.9703,0.3164,84.8264,50.0574,1.3626,8006.9937
-1096.92,,3.2708,4.5070,46.3867,24.8401,53.3466,23.9710,24.9204,16.9542,13.9703,0.3164,84.6759,50.0926,1.3656,7999.7251
-1095.92,,3.2708,4.5435,47.4899,24.8401,53.3466,23.9710,25.9241,17.9579,13.9703,0.3194,83.9236,50.0489,1.3755,7987.7627
-1094.92,,3.2708,4.5938,48.9403,24.8401,53.4222,25.9603,25.9241,17.9579,13.9703,0.3224,82.8762,49.9065,1.3898,7973.6128
-1093.92,,3.2708,4.6430,49.5406,24.8401,53.4222,25.9603,28.9171,22.9492,16.9723,0.3274,81.7014,49.7204,1.4049,7956.8120
-1092.92,,3.2708,4.6788,49.8300,24.8401,53.4222,46.9564,28.9171,22.9492,16.9723,0.3314,80.8854,49.6098,1.4161,7943.4644
-1091.92,,3.2708,4.7041,49.9240,24.8401,53.4222,46.9564,34.9121,29.9479,20.9509,0.3333,80.0694,49.4539,1.4242,7933.7080
-1090.92,,3.2708,4.7211,49.8987,24.8401,53.4222,40.9614,34.9121,29.9479,20.9509,0.3345,79.5718,49.2919,1.4296,7933.3457
-1089.92,,3.2708,4.7320,49.8843,24.8401,53.4222,40.9614,31.9282,21.9455,17.9669,0.3345,79.5891,49.2318,1.4329,7936.2363
-1088.92,,3.2708,4.7392,49.9240,24.8401,53.4222,37.9593,31.9282,21.9455,17.9669,0.3333,79.2824,49.0659,1.4353,7943.8276
-1087.92,,3.2708,4.7439,49.9240,24.8401,53.4980,37.9593,32.9228,29.9479,19.9653,0.3314,79.5602,49.0058,1.4367,7954.3359
-1086.92,,3.2708,4.7490,49.9421,24.8401,53.4980,45.9527,32.9228,29.9479,19.9653,0.3278,79.6354,49.0120,1.4382,7957.8965
-1085.92,,3.2708,4.7548,49.9602,24.8401,53.4980,45.9527,33.9175,34.9302,19.9653,0.3314,79.8611,49.0205,1.4400,7960.5093
-1084.92,,3.2708,4.7598,49.9385,24.8401,53.4980,58.9645,33.9175,34.9302,19.9653,0.3283,79.8495,49.0603,1.4415,7960.7871
-1083.92,,3.2708,4.7635,49.9421,24.8401,53.4980,58.9645,32.9228,29.9479,17.9669,0.3354,79.6586,48.9405,1.4425,7965.4907
-1082.92,,3.2708,4.7656,49.9892,24.8401,53.4980,48.9638,32.9228,29.9479,17.9669,0.3368,79.5255,48.8826,1.4433,7966.7046
-1081.92,,3.2708,4.7671,49.9711,24.8401,53.4980,48.9638,32.9228,30.9426,20.9599,0.3383,79.8090,48.9368,1.4437,7967.6626
-1080.92,,3.2708,4.7692,49.9602,24.8401,53.5736,47.9510,32.9228,30.9426,20.9599,0.3423,79.9537,48.9889,1.4444,7967.9014
-1079.92,,3.2708,4.7707,49.9747,24.8401,53.5736,47.9510,33.9175,27.9496,21.9727,0.3433,79.8785,48.9578,1.4449,7970.1963
-1078.92,,3.2708,4.7718,50.0145,24.8401,53.5736,39.9667,33.9175,27.9496,21.9727,0.3433,79.8438,48.9506,1.4452,7970.0635
-1077.92,,3.2708,4.7718,49.9566,24.8401,53.5736,39.9667,28.9171,17.9579,15.9777,0.3433,79.8958,48.9710,1.4452,7968.3857
-1076.92,,3.2708,4.7718,49.9747,24.8401,53.5736,27.9586,28.9171,17.9579,15.9777,0.3430,80.2083,49.1244,1.4452,7965.8511
-1075.92,,3.2708,4.7718,49.9674,24.8401,53.6493,27.9586,30.9245,24.9385,18.9706,0.3413,80.1389,49.0535,1.4452,7968.9805
-1074.92,,3.2708,4.7729,49.9349,24.8401,53.6493,39.9667,30.9245,24.9385,18.9706,0.3442,80.0405,48.8837,1.4456,7980.3560
-1073.92,,3.2708,4.7743,49.9421,24.8401,53.6493,39.9667,32.9228,22.9492,20.9599,0.3433,80.3414,48.8742,1.4459,7989.2109
-1072.92,,3.2708,4.7779,49.9313,24.8401,53.6493,31.9643,32.9228,22.9492,20.9599,0.3433,80.5961,48.9366,1.4469,7991.7451
-1071.92,,3.2708,4.7815,49.9349,24.8401,53.6493,31.9643,27.9134,21.9455,17.9669,0.3433,80.7002,48.9484,1.4479,7992.1079
-1070.92,,3.2708,4.7837,49.9566,24.8401,53.7250,32.9590,27.9134,21.9455,17.9669,0.3423,80.6829,48.9730,1.4487,7991.0205
-1069.92,,3.2708,4.7837,49.9385,24.8401,53.7250,32.9590,30.9245,27.9496,18.9706,0.3403,80.4514,48.9035,1.4488,7991.7451
-1068.92,,3.2708,4.7826,49.8987,24.8401,53.7250,46.9564,30.9245,27.9496,18.9706,0.3433,80.2951,48.8259,1.4486,7993.2983
-1067.92,,3.2708,4.7815,49.9204,24.8401,53.7250,46.9564,34.9121,24.9385,20.9599,0.3413,80.3125,48.8165,1.4482,7995.3711
-1066.92,,3.2708,4.7815,49.9204,24.8401,53.8008,37.9593,34.9121,24.9385,20.9599,0.3423,80.3704,48.8004,1.4481,7996.8223
-1065.92,,3.2708,4.7826,49.9204,24.8401,53.8008,37.9593,31.9191,21.9455,16.9723,0.3433,80.6713,48.8705,1.4482,7996.8223
-1064.92,,3.2708,4.7826,49.9132,24.8401,53.8008,31.9643,31.9191,21.9455,16.9723,0.3433,80.7060,48.8673,1.4485,7998.6377
-1063.92,,3.2708,4.7837,49.8987,24.8401,53.8008,31.9643,27.9134,18.9525,15.9777,0.3433,80.8623,48.9610,1.4488,7998.6377
-1062.92,,3.2708,4.7837,49.8047,24.8401,53.8008,34.9573,27.9134,18.9525,15.9777,0.3435,80.7292,48.8929,1.4488,7998.6377
-1061.92,,3.2708,4.7837,49.7794,24.8401,53.8765,34.9573,33.9175,22.9492,17.9669,0.3435,80.7697,48.9579,1.4488,7995.6440
-1060.92,,3.2708,4.7805,49.7396,24.8401,53.8765,37.9593,33.9175,22.9492,17.9669,0.3423,80.9780,49.0127,1.4479,7993.1958
-1059.92,,3.2708,4.7768,49.7143,24.8401,53.8765,37.9593,29.9117,19.9472,15.9777,0.3423,80.8854,49.0287,1.4469,7993.0908
-1058.92,,3.2708,4.7754,49.7721,24.8401,53.8765,29.9570,29.9117,19.9472,15.9777,0.3403,80.8738,48.9800,1.4463,7995.3711
-1057.92,,3.2708,4.7754,49.7540,24.8401,53.8765,29.9570,29.9117,24.9385,16.9633,0.3423,80.9144,48.9790,1.4463,7997.1860
-1056.92,,3.2708,4.7779,50.5642,24.8401,53.8765,38.9540,29.9117,24.9385,16.9633,0.3403,80.8738,48.9657,1.4467,7997.5469
-1055.92,,3.2708,4.7982,51.7940,24.8401,53.9522,38.9540,27.9225,19.9562,18.9706,0.3423,80.3009,48.8516,1.4516,7992.4717
-1054.92,,3.2708,4.8488,52.7742,24.8401,53.9522,32.9590,27.9225,19.9562,18.9706,0.3444,79.4444,48.7837,1.4656,7977.2607
-1053.92,,3.2708,4.8904,53.0310,24.8401,53.9522,32.9590,29.9117,25.9512,17.9669,0.3463,78.4896,48.6489,1.4785,7960.1445
-1052.92,,3.2708,4.9183,53.1033,24.8401,53.9522,45.9527,29.9117,25.9512,17.9669,0.3493,77.3900,48.4288,1.4876,7949.6221
-1051.92,,3.2708,4.9374,53.2118,24.8401,54.0279,45.9527,34.9121,28.9442,20.9599,0.3524,77.0718,48.3284,1.4935,7945.2739
-1050.92,,3.2708,4.9472,53.1250,24.8401,54.0279,45.9527,34.9121,28.9442,20.9599,0.3543,76.5162,48.1892,1.4968,7942.7432
-1049.92,,3.2708,4.9533,53.1214,24.8401,54.0279,45.9527,32.9228,21.9455,18.9706,0.3533,76.2211,48.0342,1.4987,7944.5518
-1048.92,,3.2708,4.9580,53.1395,24.8401,54.0279,33.9627,32.9228,21.9455,18.9706,0.3521,76.3773,48.0582,1.5003,7947.0854
-1047.92,,3.2708,4.9627,53.1431,24.8401,54.0279,33.9627,28.9171,29.9479,17.9669,0.3524,76.2442,47.9855,1.5018,7950.7095
-1046.92,,3.2708,4.9664,53.1684,24.8401,54.1036,51.9567,28.9171,29.9479,17.9669,0.3542,76.3021,47.8840,1.5029,7958.6206
-1045.92,,3.2708,4.9700,53.1250,24.8401,54.1036,51.9567,35.9158,29.9479,20.9599,0.3553,76.3600,47.8901,1.5038,7962.2334
-1044.92,,3.2708,4.9725,53.1033,24.8401,54.1036,48.9638,35.9158,29.9479,20.9599,0.3553,76.5104,47.8517,1.5047,7967.6626
-1043.92,,3.2708,4.9750,53.0961,24.8401,54.1036,48.9638,34.9121,26.9459,22.9763,0.3571,76.8692,47.9083,1.5054,7974.0288
-1042.92,,3.2708,4.9787,53.0852,24.8401,54.1793,44.9580,34.9121,26.9459,22.9763,0.3571,76.7708,47.7887,1.5065,7981.8105
-1041.92,,3.2708,4.9823,53.1142,24.8401,54.1793,44.9580,27.9134,26.9459,16.9723,0.3553,76.9965,47.8567,1.5076,7983.2153
-1040.92,,3.2708,4.9844,53.0852,24.8401,54.1793,43.9544,27.9134,26.9459,16.9723,0.3573,77.1759,47.8727,1.5083,7985.5894
-1039.92,,3.2708,4.9870,53.1033,24.8401,54.1793,43.9544,35.9158,24.9385,22.9763,0.3572,77.1007,47.8571,1.5090,7986.0947
-1038.92,,3.2708,4.9881,53.1322,24.8401,54.2550,38.9540,35.9158,24.9385,22.9763,0.3563,76.9502,47.8191,1.5094,7985.9531
-1037.92,,3.2708,4.9895,53.1576,24.8401,54.2550,38.9540,36.9104,25.9512,20.9599,0.3553,77.2569,47.9275,1.5098,7983.6260
-1036.92,,3.2708,4.9906,53.1793,24.8401,54.2550,42.9597,36.9104,25.9512,20.9599,0.3557,77.0660,47.8655,1.5101,7985.3745
-1035.92,,3.2708,4.9906,53.1178,24.8401,54.2550,42.9597,38.9088,26.9459,22.9763,0.3550,76.9444,47.8071,1.5101,7984.8657
-1034.92,,3.2708,4.9917,53.1322,24.8401,54.2550,45.9527,38.9088,26.9459,22.9763,0.3553,77.0544,47.8400,1.5103,7986.5361
-1033.92,,3.2708,4.9917,53.1431,24.8401,54.3559,45.9527,34.9121,24.9385,23.9710,0.3524,77.0255,47.8428,1.5105,7983.4199
