Система автоматизации,AS
Абонент,ГПА-32
Ретросистема,Архив останова
Дата,27.09.23
Время,12:57:39
Длительность архива (сек),3600.00
Время предыстории (сек),1200.00

Дата,Время,Статус,Сообщение,Тип,Флаги
27.09.2023,12:48:17.737,Пришло,"ЭНБГ включен",Вход,
27.09.2023,12:48:20.767,Снялось,"Взведена защита: Повышенный часовой расход масла двигателя",Прочие сообщения,
27.09.2023,12:57:29.359,Снялось,"Включить ЭНБГ",Выход,
27.09.2023,12:57:29.757,Снялось,"ЭНБГ включен",Вход,
27.09.2023,12:57:38.258,Пришло,"PULT2_3ST. СВ_лисовой: Команда 'НОсс'",Команды оператора,
27.09.2023,12:59:06.553,Пришло,"Включить ЭНБГ",Выход,
27.09.2023,12:59:06.951,Пришло,"ЭНБГ включен",Вход,
27.09.2023,13:02:27.734,Пришло,"Неисправность выходов",Предупредительное обобщенное сообщение контроля САУ,
27.09.2023,13:02:27.734,Снялось,"Неисправность выходов",Обобщенное сообщение САУ снялось,
27.09.2023,13:03:03.195,Снялось," Кольцо",Сообщение об изменении режима работы агрегата,
27.09.2023,13:03:03.195,Пришло," НОсс",Сообщение об изменении режима работы агрегата,
27.09.2023,13:03:03.198,Нажата кнопка," НОсс",Кнопка,
27.09.2023,13:03:03.215,Пришло,"Отключение АУ УТО",Прочие сообщения,
27.09.2023,13:03:03.218,Пришло,"Запись ретро останова",Фаза технологического процесса,
27.09.2023,13:03:03.403,Снялось,"Пуск работа",Прочие сообщения,
27.09.2023,13:03:03.403,Пришло,"Нет режимов работы",Прочие сообщения,
27.09.2023,13:03:03.416,Пришло,"Переход М-К",Режимное сообщение,
27.09.2023,13:03:04.015,Снялось,"Переход М-К",Режимное сообщение,
27.09.2023,13:03:04.213,Снялось,"Контур стабилизации СТ",Фаза технологического процесса,
27.09.2023,13:03:04.214,Пришло,"Контур n с точкой на запуске",Фаза технологического процесса,
27.09.2023,13:03:04.604,Пришло,"Нет U на электропр. особой группы от ввода 4 (ИБП)",Предупреждение,
27.09.2023,13:03:07.413,Снялось,"Контур n с точкой на запуске",Фаза технологического процесса,
27.09.2023,13:03:09.782,Заквитировано,"Нет U на электропр. особой группы от ввода 4 (ИБП)",Предупреждение,
27.09.2023,13:03:14.807,Пришло,"Контур ограничения ГГ на минимальном режиме",Фаза технологического процесса,
27.09.2023,13:03:15.010,Пришло,"Охлаждение двигателя",Режимное сообщение,
27.09.2023,13:03:15.218,Пришло,"Охлаждение двигателя",Фаза технологического процесса,
27.09.2023,13:03:23.421,Заквитировано,"Неисправность выходов",Предупредительное обобщенное сообщение контроля САУ,
27.09.2023,13:07:53.982,Снялось,"Включить ЭНБГ",Выход,
27.09.2023,13:07:54.382,Снялось,"ЭНБГ включен",Вход,
27.09.2023,13:08:11.774,Пришло,"Открыть КПГ и КПВЗ",Выход,
27.09.2023,13:08:11.774,Снялось,"Открыть СК",Выход,
27.09.2023,13:08:11.774,Пришло,"Открыть КПВ",Выход,
27.09.2023,13:08:11.778,Пришло,"СН ИМ: Открыть СК",Неисправность выходов,
27.09.2023,13:08:11.778,Пришло,"СН ИМ: Открыть КПВ",Неисправность выходов,
27.09.2023,13:08:11.778,Пришло,"СН ИМ: Открыть КПГ и КПВЗ",Неисправность выходов,
27.09.2023,13:08:11.803,Снялось,"Взведена защита: по самопроизвольному закрытию СК",Прочие сообщения,
27.09.2023,13:08:11.812,Снялось,"Контур ограничения ГГ на минимальном режиме",Фаза технологического процесса,
27.09.2023,13:08:11.812,Пришло,"Открыть КПВ",Прочие сообщения,
27.09.2023,13:08:11.812,Снялось,"Открыть CК",Прочие сообщения,
27.09.2023,13:08:11.812,Снялось,"Розжиг камеры сгорания",Фаза технологического процесса,
27.09.2023,13:08:11.812,Снялось,"Двигатель работает",Прочие сообщения,
27.09.2023,13:08:11.812,Пришло,"Открыть КПВЗ",Прочие сообщения,
27.09.2023,13:08:11.970,Пришло,"КПВЗ и КПГ открыты",Вход,
27.09.2023,13:08:11.977,Снялось,"СН ИМ: Открыть СК",Неисправность выходов,
27.09.2023,13:08:11.977,Снялось,"СН ИМ: Открыть КПВ",Неисправность выходов,
27.09.2023,13:08:11.977,Снялось,"СН ИМ: Открыть КПГ и КПВЗ",Неисправность выходов,
27.09.2023,13:08:12.172,Пришло,"СК закрыт",Вход,
27.09.2023,13:08:12.172,Пришло,"КПВ открыты",Вход,
27.09.2023,13:08:12.404,Снялось,"Взведена защита: Входной тракт двигателя засорен",Прочие сообщения,
27.09.2023,13:08:12.603,Пришло,"Взведена защита: Неисправность электростартера",Прочие сообщения,
27.09.2023,13:08:12.603,Снялось,"Взведена защита по давлению масла на входе в Д",Прочие сообщения,
27.09.2023,13:08:12.811,Пришло,"нет готовности электростартера",Предупреждение,
27.09.2023,13:08:13.003,Снялось,"Взведена защита по вибрации двигателя",Прочие сообщения,
27.09.2023,13:08:13.604,Пришло,"Нет готовности электростартера",Предупреждение,
27.09.2023,13:08:15.374,Пришло,"Кран №12 закрыть",Выход,
27.09.2023,13:08:15.416,Снялось,"Охлаждение двигателя",Режимное сообщение,
27.09.2023,13:08:15.571,Снялось,"КПВЗ и КПГ открыты",Вход,
27.09.2023,13:08:15.616,Пришло,"Останов системы подачи топливного газа",Режимное сообщение,
27.09.2023,13:08:15.617,Снялось,"Охлаждение двигателя",Фаза технологического процесса,
27.09.2023,13:08:15.776,Снялось,"Включить ПОС ГТУ",Выход,
27.09.2023,13:08:15.805,Снялось,"Взведена защита: по уровню масла в МБК",Прочие сообщения,
27.09.2023,13:08:15.822,Снялось,"Условия обледенения ГТУ",Фаза технологического процесса,
27.09.2023,13:08:15.971,Снялось,"Кран № 12 открыт",Вход,
27.09.2023,13:08:16.173,Пришло,"Кран № 12 закрыт",Вход,
27.09.2023,13:08:16.205,Снялось,"Взведена защита: по Qв в БС",Прочие сообщения,
27.09.2023,13:08:16.218,Снялось,"Взведена защита: по Qв в БС",Фаза технологического процесса,
27.09.2023,13:08:16.375,Пришло,"Открыть КСГС",Выход,
27.09.2023,13:08:16.772,Снялось,"ПОС включена",Вход,
27.09.2023,13:08:16.817,Снялось,"Работает ПОС ГТУ",Фаза технологического процесса,
27.09.2023,13:08:17.998,Снялось,"Взведена защита: Неисправность ВНА",Прочие сообщения,
27.09.2023,13:08:18.574,Снялось,"Кран №12 закрыть",Выход,
27.09.2023,13:08:18.574,Снялось,"Открыть КСГС",Выход,
27.09.2023,13:08:19.173,Снялось,"Готовность 2 (БЗА)",Вход,
27.09.2023,13:08:19.175,Снялось,"КСГС закрыт",Вход,
27.09.2023,13:08:19.606,Пришло,"БЗА неисправен",Предупреждение,
27.09.2023,13:08:21.607,Снялось,"БЗА неисправен",Предупреждение,
27.09.2023,13:08:26.011,Пришло," Резерв",Прочие сообщения,
27.09.2023,13:08:32.384,Снялось,"Открыть КПВ",Выход,
27.09.2023,13:08:32.384,Снялось,"Открыть КПГ и КПВЗ",Выход,
27.09.2023,13:08:32.387,Автоквитирование,"СН ИМ: Открыть КПВ",Неисправность выходов,
27.09.2023,13:08:32.387,Автоквитирование,"СН ИМ: Открыть КПГ и КПВЗ",Неисправность выходов,
27.09.2023,13:08:32.388,Пришло,"СН ИМ: Открыть КПГ и КПВЗ",Неисправность выходов,
27.09.2023,13:08:32.388,Пришло,"СН ИМ: Открыть КПВ",Неисправность выходов,
27.09.2023,13:08:32.421,Снялось,"Открыть КПВ",Прочие сообщения,
27.09.2023,13:08:32.421,Снялось,"Открыть КПВЗ",Прочие сообщения,
27.09.2023,13:08:32.587,Снялось,"СН ИМ: Открыть КПВ",Неисправность выходов,
27.09.2023,13:08:32.587,Снялось,"СН ИМ: Открыть КПГ и КПВЗ",Неисправность выходов,
27.09.2023,13:08:44.573,Пришло,"КСГС открыт",Вход,
27.09.2023,13:08:45.015,Пришло,"Стравливание фильтров ТГ",Фаза технологического процесса,
27.09.2023,13:08:50.627,Снялось," Резерв",Прочие сообщения,
27.09.2023,13:09:02.421,Пришло,"КПВ не закрыт",Предупреждение,
27.09.2023,13:09:07.873,Заквитировано,"КПВ не закрыт",Предупреждение,
27.09.2023,13:09:07.873,Заквитировано,"БЗА неисправен",Предупреждение,
27.09.2023,13:09:07.873,Заквитировано,"Нет готовности электростартера",Предупреждение,
27.09.2023,13:09:07.873,Заквитировано,"нет готовности электростартера",Предупреждение,
27.09.2023,13:09:10.281,Заквитировано,"СН ИМ: Открыть СК",Неисправность выходов,
27.09.2023,13:09:10.281,Заквитировано,"СН ИМ: Открыть КПВ",Неисправность выходов,
27.09.2023,13:09:10.281,Заквитировано,"СН ИМ: Открыть КПГ и КПВЗ",Неисправность выходов,
27.09.2023,13:09:44.989,Пришло,"Закрыть КСГС",Выход,
27.09.2023,13:09:45.234,Снялось,"Стравливание фильтров ТГ",Фаза технологического процесса,
27.09.2023,13:09:45.389,Снялось,"КСГС открыт",Вход,
27.09.2023,13:09:45.389,Пришло,"КСГС закрыт",Вход,
27.09.2023,13:09:45.389,Снялось,"Контроль БУПУ КСГС",Вход,
27.09.2023,13:09:45.589,Пришло,"Кран №9 открыть",Выход,
27.09.2023,13:09:45.985,Снялось,"Кран № 9 закрыт",Вход,
27.09.2023,13:09:45.986,Пришло,"Кран № 9 открыт",Вход,
27.09.2023,13:09:46.431,Снялось,"Останов системы подачи топливного газа",Режимное сообщение,
27.09.2023,13:09:46.432,Пришло,"Идет охлаждение ГТУ",Фаза технологического процесса,
27.09.2023,13:09:46.590,Снялось,"Закрыть КСГС",Выход,
27.09.2023,13:09:48.589,Снялось,"Кран №9 открыть",Выход,
27.09.2023,13:09:53.188,Пришло,"Контроль БУПУ КСГС",Вход,
27.09.2023,13:10:19.589,Пришло,"Кран №1 закрыть",Выход,
27.09.2023,13:10:19.589,Пришло,"Кран №6 закрыть",Выход,
27.09.2023,13:10:19.820,Снялось,"Взведена защита   Самопроизвольное закрытие крана 1",Прочие сообщения,
27.09.2023,13:10:19.821,Снялось,"Взведена защита: Самопроизвольное закрытие крана 6",Прочие сообщения,
27.09.2023,13:10:20.587,Снялось,"Кран № 6 открыт",Вход,
27.09.2023,13:10:20.787,Снялось,"Кран № 1 открыт",Вход,
27.09.2023,13:10:25.387,Пришло,"Кран № 6 закрыт",Вход,
27.09.2023,13:10:27.586,Пришло,"Кран № 1 закрыт",Вход,
27.09.2023,13:10:28.030,Пришло,"Стравливание контура компрессора",Режимное сообщение,
27.09.2023,13:10:28.391,Пришло,"Кран №5 открыть",Выход,
27.09.2023,13:10:28.589,Снялось,"Кран №6 закрыть",Выход,
27.09.2023,13:10:28.787,Снялось,"Кран № 5 закрыт",Вход,
27.09.2023,13:10:28.986,Пришло,"Кран № 5 открыт",Вход,
27.09.2023,13:10:30.585,Снялось,"Кран №1 закрыть",Выход,
27.09.2023,13:10:31.585,Снялось,"Кран №5 открыть",Выход,
27.09.2023,13:10:31.783,Снялось,"Перепад  давления на кране 1 меньше 0,2 МПа",Вход,
27.09.2023,13:14:03.000,Снялось,"Открыть КВОД4",Выход,
27.09.2023,13:14:03.000,Снялось,"Открыть КВОД5",Выход,
27.09.2023,13:14:03.000,Снялось,"Открыть КВОД3",Выход,
27.09.2023,13:14:03.000,Снялось,"Открыть КВОД2",Выход,
27.09.2023,13:14:03.028,Снялось,"Взведена защита: по dP в БС",Прочие сообщения,
27.09.2023,13:14:03.041,Снялось,"Газ в контуре Км",Фаза технологического процесса,
27.09.2023,13:14:03.041,Снялось,"Взведена защита: по dP в БС",Фаза технологического процесса,
27.09.2023,13:14:03.240,Снялось,"ВОД2 включить",Прочие сообщения,
27.09.2023,13:14:03.240,Снялось,"ВОД3 включить",Прочие сообщения,
27.09.2023,13:14:03.400,Снялось,"Включить ВОД2 от II секции шин",Выход,
27.09.2023,13:14:03.401,Снялось,"Включить ВОД3 от ИБП",Выход,
27.09.2023,13:14:03.441,Снялось,"Стравливание контура компрессора",Режимное сообщение,
27.09.2023,13:14:03.841,Пришло,"Останов маслосистемы компрессора",Режимное сообщение,
27.09.2023,13:14:03.841,Пришло,"Останов системы сухих газовых уплотнений",Режимное сообщение,
27.09.2023,13:14:03.842,Пришло,"Блокировка останова МСК (Тм в МБК > 40)",Фаза технологического процесса,
27.09.2023,13:14:03.842,Пришло,"Останов СГУ",Фаза технологического процесса,
27.09.2023,13:14:04.024,Снялось,"Взведена защита: по dРгг",Прочие сообщения,
27.09.2023,13:14:04.040,Снялось,"Взведена защита: по dРгг",Фаза технологического процесса,
27.09.2023,13:14:04.041,Пришло,"Охлаждение масла в МБК (Тм МБК > 45)",Фаза технологического процесса,
27.09.2023,13:14:04.200,Снялось,"ВОД2 включен",Вход,
27.09.2023,13:14:04.200,Снялось,"ВОД3 включен",Вход,
27.09.2023,13:14:04.244,Снялось,"ПЧ ВОД2. Работа",Прочие сообщения,
27.09.2023,13:14:04.244,Снялось,"ПЧ ВОД3. Работа",Прочие сообщения,
27.09.2023,13:14:04.399,Пришло,"Кран №13 газа уплотнения закрыть",Выход,
27.09.2023,13:14:04.440,Снялось,"Останов маслосистемы компрессора",Режимное сообщение,
27.09.2023,13:14:04.441,Снялось,"Блокировка останова МСК (Тм в МБК > 40)",Фаза технологического процесса,
27.09.2023,13:14:04.629,Снялось,"Взведена защита по буферному газу",Прочие сообщения,
27.09.2023,13:14:04.797,Пришло,"Кран № 13  закрыт",Вход,
27.09.2023,13:14:04.797,Снялось,"Кран № 13 открыт",Вход,
27.09.2023,13:14:04.998,Пришло,"Кран №14 на свечу газа уплотнения открыть",Выход,
27.09.2023,13:14:06.399,Снялось,"КВОД3 открыт",Вход,
27.09.2023,13:14:06.798,Снялось,"КВОД4 открыт",Вход,
27.09.2023,13:14:06.799,Снялось,"КВОД5 открыт",Вход,
27.09.2023,13:14:06.997,Снялось,"КВОД2 открыт",Вход,
27.09.2023,13:14:07.599,Снялось,"Кран №13 газа уплотнения закрыть",Выход,
27.09.2023,13:14:34.633,Пришло,"Кран №14 не открыт",Предупреждение,
27.09.2023,13:14:40.092,Заквитировано,"Кран №14 не открыт",Предупреждение,
27.09.2023,13:15:04.598,Снялось,"Кран №14 на свечу газа уплотнения открыть",Выход,
27.09.2023,13:17:08.802,Снялось,"Кран № 14 закрыт",Вход,
27.09.2023,13:17:08.802,Пришло,"Кран № 14  открыт",Вход,
27.09.2023,13:17:09.249,Пришло,"Задержка закрытия клапана 'газ-газ'",Фаза технологического процесса,
27.09.2023,13:17:09.446,Снялось,"Останов системы сухих газовых уплотнений",Режимное сообщение,
27.09.2023,13:17:09.447,Снялось,"Останов СГУ",Фаза технологического процесса,
27.09.2023,13:17:09.829,Снялось,"Взведена защита: по dPа/ВОТ",Прочие сообщения,
27.09.2023,13:17:09.846,Пришло,"Останов системы обеспечения воздухом СГУ",Режимное сообщение,
27.09.2023,13:17:09.846,Пришло,"Останов системы охлаждения трансмиссии",Режимное сообщение,
27.09.2023,13:17:09.846,Пришло,"Уровень масла в напорном баке > 5мм",Фаза технологического процесса,
27.09.2023,13:17:09.847,Пришло,"Останов системы обеспечения воздуха",Фаза технологического процесса,
27.09.2023,13:17:10.005,Снялось,"Включить ВОТ1",Выход,
27.09.2023,13:17:10.404,Снялось,"ВОТ1 включен",Вход,
27.09.2023,13:17:10.848,Снялось,"Останов системы охлаждения трансмиссии",Режимное сообщение,
27.09.2023,13:17:11.636,Снялось,"Кран №14 не открыт",Предупреждение,
27.09.2023,13:22:08.656,Снялось,"Задержка закрытия клапана 'газ-газ'",Фаза технологического процесса,
27.09.2023,13:25:31.219,Пришло,"АВОМД работает в режиме 'Нагрев'",Вход,
27.09.2023,13:25:31.219,Пришло,"АВОМД готов к пуску (прогрет) - сигнал 'Норма'",Вход,
27.09.2023,13:25:31.219,Снялось,"АВОМД работает в режиме 'Охлаждение'",Вход,
27.09.2023,13:25:31.222,Пришло,"Закрыть ЗсМОД1",Выход,
27.09.2023,13:25:31.223,Пришло,"Закрыть ЗсМОД2",Выход,
27.09.2023,13:25:31.451,Пришло,"Зс2 МОД открыта",Предупреждение,
27.09.2023,13:25:31.451,Пришло,"Зс1 МОД открыта",Предупреждение,
27.09.2023,13:25:32.017,Снялось,"ЗсМОД2 открыта",Вход,
27.09.2023,13:25:32.049,Снялось,"Зс2 МОД открыта",Предупреждение,
27.09.2023,13:25:32.220,Снялось,"ЗсМОД1 открыта",Вход,
27.09.2023,13:25:32.252,Снялось,"Зс1 МОД открыта",Предупреждение,
27.09.2023,13:25:33.255,Пришло,"АВОМД | Нагрев",Прочие сообщения,
27.09.2023,13:25:33.255,Снялось,"АВОМД | Охлаждение",Прочие сообщения,
27.09.2023,13:25:33.255,Пришло,"АВОМД | Норма",Прочие сообщения,
27.09.2023,13:25:40.618,Пришло,"ЗсМОД1 закрыта",Вход,
27.09.2023,13:25:41.220,Пришло,"ЗсМОД2 закрыта",Вход,
27.09.2023,13:25:43.619,Снялось,"Закрыть ЗсМОД1",Выход,
27.09.2023,13:25:43.620,Снялось,"Закрыть ЗсМОД2",Выход,
27.09.2023,13:25:49.202,Заквитировано,"Зс2 МОД открыта",Предупреждение,
27.09.2023,13:25:49.202,Заквитировано,"Зс1 МОД открыта",Предупреждение,
27.09.2023,13:26:44.817,Пришло,"Пониженный расход воздуха в системе охлаждения ГТУ",Вход,
27.09.2023,13:28:11.432,Снялось,"Пониженный расход воздуха в системе охлаждения ГТУ",Вход,
27.09.2023,13:29:21.427,Пришло,"Пониженный расход воздуха в системе охлаждения ГТУ",Вход,
27.09.2023,13:29:28.427,Снялось,"Пониженный расход воздуха в системе охлаждения ГТУ",Вход,
27.09.2023,13:31:51.231,Изменен,"PULT2_3ST. СВ_лисовой: 45.00 -> 50.00 : 'АВОМК: Уставка температуры масла на выходе, °С'",Изменение настроек,
27.09.2023,13:32:23.967,Изменен,"PULT2_3ST. СВ_лисовой: 50.00 -> 40.00 : 'АВОМК: Уставка температуры масла на выходе, °С'",Изменение настроек,
27.09.2023,13:32:25.265,Снялось,"Взведена защита: по Рмсм",Прочие сообщения,
27.09.2023,13:32:25.278,Снялось,"Взведена защита: по Рмсм",Фаза технологического процесса,
27.09.2023,13:32:25.436,Снялось,"Включить НМС2",Выход,
27.09.2023,13:32:25.634,Снялось,"НМС2 включен",Вход,
27.09.2023,13:32:25.678,Пришло,"Выбег маслосистемы, НМС отключены",Фаза технологического процесса,
27.09.2023,13:32:25.678,Пришло,"Выбег КБВ",Фаза технологического процесса,
27.09.2023,13:32:26.076,Снялось,"Охлаждение масла в МБК (Тм МБК > 45)",Фаза технологического процесса,
27.09.2023,13:32:26.270,Снялось,"УПП НМС2. Работа",Прочие сообщения,
27.09.2023,13:32:56.603,Изменен,"PULT2_3ST. СВ_лисовой: 40.00 -> 45.00 : 'АВОМК: Уставка температуры масла на выходе, °С'",Изменение настроек,
27.09.2023,13:33:04.042,Изменен,"PULT2_3ST. СВ_лисовой: 45.00 -> 50.00 : 'АВОМК: Уставка температуры масла на выходе, °С'",Изменение настроек,
27.09.2023,13:33:05.673,Пришло,"Низкий уровень масла в баке напорном Км",Предупреждение,
27.09.2023,13:33:14.077,Заквитировано,"Низкий уровень масла в баке напорном Км",Предупреждение,
27.09.2023,13:33:23.242,Изменен,"PULT2_3ST. СВ_лисовой: 50.00 -> 45.00 : 'АВОМК: Уставка температуры масла на выходе, °С'",Изменение настроек,
27.09.2023,13:34:50.894,Снялось,"Уровень масла в напорном баке > 5мм",Фаза технологического процесса,
27.09.2023,13:34:50.894,Пришло,"Выбег маслосистемы, уровень масла в НБ",Фаза технологического процесса,
27.09.2023,13:35:10.688,Снялось,"Выбег маслосистемы, уровень масла в НБ",Фаза технологического процесса,
27.09.2023,13:35:11.086,Снялось,"Останов системы обеспечения воздухом СГУ",Режимное сообщение,
27.09.2023,13:35:11.087,Снялось,"Останов системы обеспечения воздуха",Фаза технологического процесса,
27.09.2023,13:35:11.446,Пришло,"ГПА остановлен",Выход,
27.09.2023,13:35:11.447,Пришло,"Включить ЭНБП",Выход,
27.09.2023,13:35:11.447,Снялось,"Подать U на шкаф урпавления КВР",Выход,
27.09.2023,13:35:11.466,Снялось," НОсс",Сообщение об изменении режима работы агрегата,
27.09.2023,13:35:11.466,Пришло,"ТО и ТР",Сообщение об изменении режима работы агрегата,
27.09.2023,13:35:11.485,Снялось,"стабилизация СТ на режиме",Фаза технологического процесса,
27.09.2023,13:35:11.487,Снялось,"Отключение АУ УТО",Прочие сообщения,
27.09.2023,13:35:11.487,Пришло,"Кл. газ-газ в ДУ",Прочие сообщения,
27.09.2023,13:35:11.490,Снялось,"Запись ретро останова",Фаза технологического процесса,
27.09.2023,13:35:11.645,Пришло,"Включить питание электростартера",Выход,
27.09.2023,13:35:11.646,Пришло,"Закрыть КПМБ",Выход,
27.09.2023,13:35:11.646,Пришло,"Подать U на шкаф урпавления КВР",Выход,
27.09.2023,13:35:11.671,Снялось,"Взведена защита: Открыты двери кожуха ГТУ",Прочие сообщения,
27.09.2023,13:35:11.687,Пришло,"Контроль ГР",Режимное сообщение,
27.09.2023,13:35:11.845,Пришло,"ЭНБП включены",Вход,
27.09.2023,13:35:11.845,Снялось,"U на шкаф КВР подано",Вход,
27.09.2023,13:35:11.876,Пришло,"Взведена защита: По отсутствию ХР и Ремонта и Татм > 5 °С",Прочие сообщения,
27.09.2023,13:35:11.876,Пришло,"Взведена защита: Низкая Тв под кожухом ГТУ",Прочие сообщения,
27.09.2023,13:35:11.887,Пришло,"Клапан газ-газ не закрыт",Предпусковые условия,
27.09.2023,13:35:11.887,Пришло,"Не закрыт кран подачи масла в ГТУ",Предпусковые условия,
27.09.2023,13:35:11.887,Пришло,"ЗсМОД, ЗсМОК не закрыты",Предпусковые условия,
27.09.2023,13:35:11.887,Пришло,"Нет готовности электростартера",Предпусковые условия,
27.09.2023,13:35:11.887,Пришло,"U на шкаф упр.КВР не подано",Предпусковые условия,
27.09.2023,13:35:11.887,Пришло,"АВОМК не прогрет",Предпусковые условия,
27.09.2023,13:35:12.044,Пришло,"U на шкаф КВР подано",Вход,
27.09.2023,13:35:12.085,Снялось,"U на шкаф упр.КВР не подано",Предпусковые условия,
27.09.2023,13:35:12.644,Снялось,"КПМБ открыт",Вход,
27.09.2023,13:35:12.671,Пришло,"Не закрыт КПМБ",Предупреждение,
27.09.2023,13:35:12.679,Пришло,"АВОМК работает в режиме «Охлаждение»",Предупреждение,
27.09.2023,13:35:12.679,Пришло,"АВОМД работает в режиме 'Нагрев'",Предупреждение,
27.09.2023,13:35:18.844,Пришло,"Готовность электро-стартера",Вход,
27.09.2023,13:35:18.883,Снялось,"нет готовности электростартера",Предупреждение,
27.09.2023,13:35:18.886,Снялось,"Нет готовности электростартера",Предпусковые условия,
27.09.2023,13:35:19.070,Снялось,"Нет готовности электростартера",Предупреждение,
27.09.2023,13:35:26.683,Пришло,"КПМБ не закрыт",Предупреждение,
27.09.2023,13:35:37.449,Пришло,"КПМБ закрыт",Вход,
27.09.2023,13:35:37.491,Снялось,"Не закрыт кран подачи масла в ГТУ",Предпусковые условия,
27.09.2023,13:35:37.676,Снялось,"Не закрыт КПМБ",Предупреждение,
27.09.2023,13:35:40.645,Снялось,"Закрыть КПМБ",Выход,
27.09.2023,13:35:40.676,Снялось,"КПМБ не закрыт",Предупреждение,
27.09.2023,13:35:58.491,Снялось,"Клапан газ-газ не закрыт",Предпусковые условия,
27.09.2023,13:35:59.962,Заквитировано,"АВОМК работает в режиме «Охлаждение»",Предупреждение,
27.09.2023,13:35:59.962,Заквитировано,"КПМБ не закрыт",Предупреждение,
27.09.2023,13:35:59.962,Заквитировано,"АВОМД работает в режиме 'Нагрев'",Предупреждение,
27.09.2023,13:35:59.962,Заквитировано,"Не закрыт КПМБ",Предупреждение,
27.09.2023,13:37:18.079,Пришло,"АВОМК | Указатель изменения уставки",Прочие сообщения,
27.09.2023,13:37:19.880,Снялось,"АВОМК | Указатель изменения уставки",Прочие сообщения,
