Система автоматизации,AS
Абонент,ГПА-32
Ретросистема,Архив останова
Дата,02.12.22
Время,10:43:51
Длительность архива (сек),3600.00
Время предыстории (сек),1200.00

Дата,Время,Статус,Сообщение,Тип,Флаги
02.12.2022,10:32:14.316,Снялось,""Открыть ЗсМОД2"",Выход,
02.12.2022,10:32:26.559,Изменен,""PULT2_2ST. МВ_Кожевников: 7000.0 -> 7500.0 : 'Задание на частоту вращения, об/мин'"",Изменение настроек,
02.12.2022,10:34:24.328,Изменен,""PULT2_2ST. МВ_Кожевников: 7500.0 -> 7700.0 : 'Задание на частоту вращения, об/мин'"",Изменение настроек,
02.12.2022,10:35:46.932,Изменен,""PULT2_2ST. МВ_Кожевников: 7700.0 -> 8000.0 : 'Задание на частоту вращения, об/мин'"",Изменение настроек,
02.12.2022,10:35:53.328,Пришло,""Включить ПОС ГТУ"",Выход,
02.12.2022,10:35:53.375,Пришло,""Условия обледенения ГТУ"",Фаза технологического процесса,
02.12.2022,10:35:53.558,Снялось,""ПОС ГТУ не выключен"",Предупреждение,
02.12.2022,10:36:32.314,Изменен,""PULT2_2ST. МВ_Кожевников: 8000.0 -> 8200.0 : 'Задание на частоту вращения, об/мин'"",Изменение настроек,
02.12.2022,10:37:18.511,Изменен,""PULT2_2ST. МВ_Кожевников: 8200.0 -> 8400.0 : 'Задание на частоту вращения, об/мин'"",Изменение настроек,
02.12.2022,10:37:34.754,Нажата кнопка,""ДУ АПРК включить"",Кнопка,
02.12.2022,10:37:36.754,Снялось,""Низкий уровень масла в баке напорном Км"",Предупреждение,
02.12.2022,10:37:46.346,Изменен,""PULT2_2ST. МВ_Кожевников: 0.0 -> 10.0 : 'Задание на АПК при ДУ, %'"",Изменение настроек,
02.12.2022,10:37:50.319,Снялось,""Кран  № 6р (АПК) открыт"",Вход,
02.12.2022,10:38:19.203,Изменен,""PULT2_2ST. МВ_Кожевников: 10.0 -> 20.0 : 'Задание на АПК при ДУ, %'"",Изменение настроек,
02.12.2022,10:38:50.550,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:38:53.351,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:38:53.550,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:38:53.751,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:38:57.196,Изменен,""PULT2_2ST. МВ_Кожевников: 20.0 -> 30.0 : 'Задание на АПК при ДУ, %'"",Изменение настроек,
02.12.2022,10:38:57.951,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:38:58.354,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:38:58.553,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:38:58.951,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:38:59.355,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:38:59.551,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:38:59.951,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:00.155,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:00.753,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:00.951,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:05.552,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:05.753,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:06.156,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:06.354,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:06.552,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:10.949,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:11.154,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:14.550,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:14.949,Пришло,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:39:31.603,Изменен,""PULT2_2ST. МВ_Кожевников: 30.0 -> 35.0 : 'Задание на АПК при ДУ, %'"",Изменение настроек,
02.12.2022,10:40:09.125,Изменен,""PULT2_2ST. МВ_Кожевников: 35.0 -> 40.0 : 'Задание на АПК при ДУ, %'"",Изменение настроек,
02.12.2022,10:40:58.528,Изменен,""PULT2_2ST. МВ_Кожевников: 40.0 -> 45.0 : 'Задание на АПК при ДУ, %'"",Изменение настроек,
02.12.2022,10:41:37.645,Изменен,""PULT2_2ST. МВ_Кожевников: 45.0 -> 50.0 : 'Задание на АПК при ДУ, %'"",Изменение настроек,
02.12.2022,10:42:12.449,Изменен,""PULT2_2ST. МВ_Кожевников: 50.0 -> 55.0 : 'Задание на АПК при ДУ, %'"",Изменение настроек,
02.12.2022,10:42:33.374,Пришло,""Повышенное виброперем. ротора Км со стороны прив. (гор.)"",Предупреждение,
02.12.2022,10:42:43.724,Заквитировано,""Повышенное виброперем. ротора Км со стороны прив. (гор.)"",Предупреждение,
02.12.2022,10:43:04.472,Изменен,""PULT2_2ST. МВ_Кожевников: 55.0 -> 60.0 : 'Задание на АПК при ДУ, %'"",Изменение настроек,
02.12.2022,10:43:06.375,Пришло,""Повышенное виброперем. ротора Км со стороны прив. (верт.)"",Предупреждение,
02.12.2022,10:43:07.369,Снялось,""Повышенное виброперем. ротора Км со стороны прив. (верт.)"",Предупреждение,
02.12.2022,10:43:08.369,Снялось,""Повышенное виброперем. ротора Км со стороны прив. (гор.)"",Предупреждение,
02.12.2022,10:43:19.067,Заквитировано,""Повышенное виброперем. ротора Км со стороны прив. (верт.)"",Предупреждение,
02.12.2022,10:43:21.369,Пришло,""Повышенное виброперем. ротора Км со стороны прив. (гор.)"",Предупреждение,
02.12.2022,10:43:22.369,Пришло,""Повышенное виброперем. ротора Км со стороны прив. (верт.)"",Предупреждение,
02.12.2022,10:43:27.195,Заквитировано,""Повышенное виброперем. ротора Км со стороны прив. (гор.)"",Предупреждение,
02.12.2022,10:43:27.195,Заквитировано,""Повышенное виброперем. ротора Км со стороны прив. (верт.)"",Предупреждение,
02.12.2022,10:43:32.678,Изменен,""PULT2_2ST. МВ_Кожевников: 60.0 -> 65.0 : 'Задание на АПК при ДУ, %'"",Изменение настроек,
02.12.2022,10:43:43.375,Снялось,""Повышенное виброперем. ротора Км со стороны прив. (верт.)"",Предупреждение,
02.12.2022,10:43:43.791,Пришло,""Стабилизация dPг на кране 2"",Фаза технологического процесса,
02.12.2022,10:43:44.393,Снялось,""Стабилизация dPг на кране 2"",Фаза технологического процесса,
02.12.2022,10:43:50.343,Пришло,""Кран №12 закрыть"",Выход,
02.12.2022,10:43:50.364,Пришло,"" АОсс"",Сообщение об изменении режима работы агрегата,
02.12.2022,10:43:50.364,Снялось,"" Кольцо"",Сообщение об изменении режима работы агрегата,
02.12.2022,10:43:50.374,Пришло,""Опасный осевой сдвиг ротора Км"",Предупреждение,
02.12.2022,10:43:50.374,Пришло,""Повышенное виброперем. ротора Км со стороны прив. (верт.)"",Предупреждение,
02.12.2022,10:43:50.380,Пришло,""Аварийный осевой сдвиг ротора Км"",Авария,
02.12.2022,10:43:50.382,Снялось,""Контур стабилизации СТ"",Фаза технологического процесса,
02.12.2022,10:43:50.382,Снялось,""Открыть CК"",Прочие сообщения,
02.12.2022,10:43:50.382,Пришло,""Открыть КПВ"",Прочие сообщения,
02.12.2022,10:43:50.382,Пришло,""Открыть КПВЗ"",Прочие сообщения,
02.12.2022,10:43:50.382,Снялось,""Готовность к запуску"",Прочие сообщения,
02.12.2022,10:43:50.382,Снялось,""Двигатель работает"",Прочие сообщения,
02.12.2022,10:43:50.382,Снялось,""Готовность к холодной прокрутке"",Прочие сообщения,
02.12.2022,10:43:50.382,Снялось,""Розжиг камеры сгорания"",Фаза технологического процесса,
02.12.2022,10:43:50.384,Пришло,""Отключение АУ УТО"",Прочие сообщения,
02.12.2022,10:43:50.390,Пришло,""Запись ретро останова"",Фаза технологического процесса,
02.12.2022,10:43:50.539,Пришло,""КПВЗ и КПГ открыты"",Вход,
02.12.2022,10:43:50.542,Снялось,""Открыть СК"",Выход,
02.12.2022,10:43:50.542,Пришло,""Открыть КПВ"",Выход,
02.12.2022,10:43:50.542,Пришло,""Открыть КПГ и КПВЗ"",Выход,
02.12.2022,10:43:50.571,Снялось,""Взведена защита: по самопроизвольному закрытию СК"",Прочие сообщения,
02.12.2022,10:43:50.571,Снялось,""Взведена защита: Открыты двери кожуха ГТУ"",Прочие сообщения,
02.12.2022,10:43:50.571,Снялось,""Пуск работа"",Прочие сообщения,
02.12.2022,10:43:50.571,Пришло,""Нет режимов работы"",Прочие сообщения,
02.12.2022,10:43:50.584,Пришло,""Останов системы подачи топливного газа"",Режимное сообщение,
02.12.2022,10:43:50.740,Пришло,""СК закрыт"",Вход,
02.12.2022,10:43:50.740,Пришло,""КПВ открыты"",Вход,
02.12.2022,10:43:50.743,Снялось,""Включить ПОС ГТУ"",Выход,
02.12.2022,10:43:50.772,Снялось,""Взведена защита: Повышенный часовой расход масла двигателя"",Прочие сообщения,
02.12.2022,10:43:50.772,Снялось,""Взведена защита: по уровню масла в МБК"",Прочие сообщения,
02.12.2022,10:43:50.786,Снялось,""Условия обледенения ГТУ"",Фаза технологического процесса,
02.12.2022,10:43:50.938,Снялось,""Кран № 12 открыт"",Вход,
02.12.2022,10:43:50.941,Пришло,""Закрыть ЗПЦВ"",Выход,
02.12.2022,10:43:50.983,Снялось,""Условия обледенения ВОУ"",Фаза технологического процесса,
02.12.2022,10:43:51.140,Пришло,""Кран № 12 закрыт"",Вход,
02.12.2022,10:43:51.174,Снялось,""Взведена защита по давлению масла на входе в Д"",Прочие сообщения,
02.12.2022,10:43:51.174,Снялось,""Взведена защита: Входной тракт двигателя засорен"",Прочие сообщения,
02.12.2022,10:43:51.174,Пришло,""Взведена защита: Неисправность электростартера"",Прочие сообщения,
02.12.2022,10:43:51.174,Снялось,""Взведена защита: по Qв в БС"",Прочие сообщения,
02.12.2022,10:43:51.191,Снялось,""Взведена защита: по Qв в БС"",Фаза технологического процесса,
02.12.2022,10:43:51.345,Пришло,""Открыть КСГС"",Выход,
02.12.2022,10:43:51.374,Снялось,""Взведена защита по вибрации двигателя"",Прочие сообщения,
02.12.2022,10:43:51.374,Пришло,""Повышенное виброперем. ротора Км со стороны обслуж. (гор.)"",Предупреждение,
02.12.2022,10:43:51.375,Пришло,""Повышенное виброперем. ротора Км со стороны обслуж. (верт.)"",Предупреждение,
02.12.2022,10:43:51.375,Пришло,""Нет U на электропр. особой группы от ввода 4 (ИБП)"",Предупреждение,
02.12.2022,10:43:51.381,Пришло,""Неисправность ВНА (< -7°)"",Авария,
02.12.2022,10:43:51.381,Пришло,""Высокое виброперем. ротора Км со стороны прив. (гор.)"",Авария,
02.12.2022,10:43:51.382,Пришло,""нет готовности электростартера"",Предупреждение,
02.12.2022,10:43:51.938,Пришло,""Кран  № 6р (АПК) открыт"",Вход,
02.12.2022,10:43:51.971,Снялось,""Повышенное виброперем. ротора Км со стороны обслуж. (верт.)"",Предупреждение,
02.12.2022,10:43:52.142,Снялось,""ЗПЦВ открыта"",Вход,
02.12.2022,10:43:52.374,Пришло,""Нет готовности электростартера"",Предупреждение,
02.12.2022,10:43:52.983,Снялось,""ЗПЦВ открыта"",Фаза технологического процесса,
02.12.2022,10:43:53.344,Снялось,""Открыть КСГС"",Выход,
02.12.2022,10:43:53.373,Снялось,""Повышенное виброперем. ротора Км со стороны прив. (верт.)"",Предупреждение,
02.12.2022,10:43:53.374,Пришло,""Низкий перепад давления «газ-газ»"",Предупреждение,
02.12.2022,10:43:53.571,Снялось,""Повышенное виброперем. ротора Км со стороны обслуж. (гор.)"",Предупреждение,
02.12.2022,10:43:53.741,Снялось,""ПОС включена"",Вход,
02.12.2022,10:43:53.742,Снялось,""КСГС закрыт"",Вход,
02.12.2022,10:43:53.785,Снялось,""Работает ПОС ГТУ"",Фаза технологического процесса,
02.12.2022,10:43:54.139,Снялось,""КПВЗ и КПГ открыты"",Вход,
02.12.2022,10:43:54.343,Снялось,""Кран №12 закрыть"",Выход,
02.12.2022,10:43:54.373,Снялось,""Повышенное виброперем. ротора Км со стороны прив. (гор.)"",Предупреждение,
02.12.2022,10:43:54.373,Снялось,""Низкий перепад давления «газ-газ»"",Предупреждение,
02.12.2022,10:43:55.965,Снялось,""Взведена защита: Неисправность ВНА"",Прочие сообщения,
02.12.2022,10:43:59.539,Снялось,""Готовность 2 (БЗА)"",Вход,
02.12.2022,10:44:01.184,Пришло,"" Резерв"",Прочие сообщения,
02.12.2022,10:44:01.940,Пришло,""ЗПЦВ закрыта"",Вход,
02.12.2022,10:44:04.343,Снялось,""Закрыть ЗПЦВ"",Выход,
02.12.2022,10:44:09.563,Снялось,""Открыть КПВ"",Прочие сообщения,
02.12.2022,10:44:09.563,Снялось,""Открыть КПВЗ"",Прочие сообщения,
02.12.2022,10:44:09.728,Снялось,""Открыть КПВ"",Выход,
02.12.2022,10:44:09.728,Снялось,""Открыть КПГ и КПВЗ"",Выход,
02.12.2022,10:44:19.128,Пришло,""КСГС открыт"",Вход,
02.12.2022,10:44:19.570,Пришло,""Стравливание фильтров ТГ"",Фаза технологического процесса,
02.12.2022,10:44:25.767,Снялось,"" Резерв"",Прочие сообщения,
02.12.2022,10:44:39.163,Пришло,""КПВ не закрыт"",Предупреждение,
02.12.2022,10:44:44.482,Заквитировано,""КПВ не закрыт"",Предупреждение,
02.12.2022,10:44:44.482,Заквитировано,""Низкий перепад давления «газ-газ»"",Предупреждение,
02.12.2022,10:44:44.482,Заквитировано,""Нет готовности электростартера"",Предупреждение,
02.12.2022,10:44:44.482,Заквитировано,""нет готовности электростартера"",Предупреждение,
02.12.2022,10:44:44.482,Заквитировано,""Высокое виброперем. ротора Км со стороны прив. (гор.)"",Авария,
02.12.2022,10:44:44.482,Заквитировано,""Аварийный осевой сдвиг ротора Км"",Авария,
02.12.2022,10:44:44.482,Заквитировано,""Неисправность ВНА (< -7°)"",Авария,
02.12.2022,10:44:44.482,Заквитировано,""Нет U на электропр. особой группы от ввода 4 (ИБП)"",Предупреждение,
02.12.2022,10:44:44.482,Заквитировано,""Повышенное виброперем. ротора Км со стороны обслуж. (верт.)"",Предупреждение,
02.12.2022,10:44:44.482,Заквитировано,""Опасный осевой сдвиг ротора Км"",Предупреждение,
02.12.2022,10:44:44.482,Заквитировано,""Повышенное виброперем. ротора Км со стороны прив. (верт.)"",Предупреждение,
02.12.2022,10:44:44.482,Заквитировано,""Повышенное виброперем. ротора Км со стороны обслуж. (гор.)"",Предупреждение,
02.12.2022,10:45:12.523,Снялось,""АВОМК работает в режиме «Нагрев»"",Вход,
02.12.2022,10:45:12.523,Снялось,""АВОМК готов к пуску масла (прогрет) - сигнал 'Норма'"",Вход,
02.12.2022,10:45:12.523,Пришло,""АВОМК работает в режиме «Охлаждение»"",Вход,
02.12.2022,10:45:12.526,Пришло,""Открыть ЗсМОК1"",Выход,
02.12.2022,10:45:12.757,Пришло,""Зс1 МОК закрыта"",Предупреждение,
02.12.2022,10:45:13.125,Снялось,""ЗсМОК1 закрыта"",Вход,
02.12.2022,10:45:13.160,Снялось,""Зс1 МОК закрыта"",Предупреждение,
02.12.2022,10:45:13.960,Снялось,""АВОМК | Нагрев"",Прочие сообщения,
02.12.2022,10:45:13.960,Пришло,""АВОМК | Охлаждение"",Прочие сообщения,
02.12.2022,10:45:13.960,Снялось,""АВОМК | Норма"",Прочие сообщения,
02.12.2022,10:45:19.533,Пришло,""Закрыть КСГС"",Выход,
02.12.2022,10:45:19.775,Снялось,""Стравливание фильтров ТГ"",Фаза технологического процесса,
02.12.2022,10:45:19.930,Снялось,""КСГС открыт"",Вход,
02.12.2022,10:45:19.930,Снялось,""Контроль БУПУ КСГС"",Вход,
02.12.2022,10:45:20.132,Пришло,""КСГС закрыт"",Вход,
02.12.2022,10:45:20.333,Пришло,""Кран №9 открыть"",Выход,
02.12.2022,10:45:20.730,Снялось,""Кран № 9 закрыт"",Вход,
02.12.2022,10:45:20.730,Пришло,""Кран № 9 открыт"",Вход,
02.12.2022,10:45:21.176,Снялось,""Останов системы подачи топливного газа"",Режимное сообщение,
02.12.2022,10:45:21.177,Пришло,""Идет охлаждение ГТУ"",Фаза технологического процесса,
02.12.2022,10:45:21.333,Снялось,""Закрыть КСГС"",Выход,
02.12.2022,10:45:23.333,Снялось,""Кран №9 открыть"",Выход,
02.12.2022,10:45:23.530,Пришло,""ЗсМОК1 открыта"",Вход,
02.12.2022,10:45:26.333,Снялось,""Открыть ЗсМОК1"",Выход,
02.12.2022,10:45:27.525,Пришло,""Контроль БУПУ КСГС"",Вход,
02.12.2022,10:45:52.329,Пришло,""Кран №1 закрыть"",Выход,
02.12.2022,10:45:52.329,Пришло,""Кран №6 закрыть"",Выход,
02.12.2022,10:45:52.553,Снялось,""Взведена защита   Самопроизвольное закрытие крана 1"",Прочие сообщения,
02.12.2022,10:45:52.557,Снялось,""Взведена защита: Самопроизвольное закрытие крана 6"",Прочие сообщения,
02.12.2022,10:45:53.326,Снялось,""Кран № 6 открыт"",Вход,
02.12.2022,10:45:53.526,Снялось,""Кран № 1 открыт"",Вход,
02.12.2022,10:45:58.330,Пришло,""Кран № 6 закрыт"",Вход,
02.12.2022,10:46:00.329,Пришло,""Кран № 1 закрыт"",Вход,
02.12.2022,10:46:00.772,Пришло,""Стравливание контура компрессора"",Режимное сообщение,
02.12.2022,10:46:01.131,Пришло,""Кран №5 открыть"",Выход,
02.12.2022,10:46:01.332,Снялось,""Кран №6 закрыть"",Выход,
02.12.2022,10:46:01.527,Снялось,""Кран № 5 закрыт"",Вход,
02.12.2022,10:46:01.728,Пришло,""Кран № 5 открыт"",Вход,
02.12.2022,10:46:03.331,Снялось,""Кран №1 закрыть"",Выход,
02.12.2022,10:46:04.331,Снялось,""Кран №5 открыть"",Выход,
02.12.2022,10:46:04.927,Снялось,""Перепад  давления на кране 1 меньше 0,2 МПа"",Вход,
02.12.2022,10:46:06.753,Заквитировано,""Зс1 МОК закрыта"",Предупреждение,
02.12.2022,10:46:17.931,Снялось,""Включить ЭНБП"",Выход,
02.12.2022,10:46:18.333,Снялось,""ЭНБП включены"",Вход,
02.12.2022,10:47:23.529,Пришло,""АВОМД работает в режиме 'Нагрев'"",Вход,
02.12.2022,10:47:23.529,Пришло,""АВОМД готов к пуску (прогрет) - сигнал 'Норма'"",Вход,
02.12.2022,10:47:23.529,Снялось,""АВОМД работает в режиме 'Охлаждение'"",Вход,
02.12.2022,10:47:23.532,Пришло,""Закрыть ЗсМОД1"",Выход,
02.12.2022,10:47:23.533,Пришло,""Закрыть ЗсМОД2"",Выход,
02.12.2022,10:47:23.765,Пришло,""Зс2 МОД открыта"",Предупреждение,
02.12.2022,10:47:23.765,Пришло,""Зс1 МОД открыта"",Предупреждение,
02.12.2022,10:47:24.169,Пришло,""АВОМД | Нагрев"",Прочие сообщения,
02.12.2022,10:47:24.169,Снялось,""АВОМД | Охлаждение"",Прочие сообщения,
02.12.2022,10:47:24.169,Пришло,""АВОМД | Норма"",Прочие сообщения,
02.12.2022,10:47:24.331,Снялось,""ЗсМОД1 открыта"",Вход,
02.12.2022,10:47:24.364,Снялось,""Зс1 МОД открыта"",Предупреждение,
02.12.2022,10:47:24.733,Снялось,""ЗсМОД2 открыта"",Вход,
02.12.2022,10:47:24.765,Снялось,""Зс2 МОД открыта"",Предупреждение,
02.12.2022,10:47:32.939,Пришло,""ЗсМОД1 закрыта"",Вход,
02.12.2022,10:47:33.940,Пришло,""ЗсМОД2 закрыта"",Вход,
02.12.2022,10:47:35.344,Снялось,""Закрыть ЗсМОД1"",Выход,
02.12.2022,10:47:36.346,Снялось,""Закрыть ЗсМОД2"",Выход,
02.12.2022,10:47:57.304,Заквитировано,""Зс2 МОД открыта"",Предупреждение,
02.12.2022,10:47:57.304,Заквитировано,""Зс1 МОД открыта"",Предупреждение,
02.12.2022,10:49:04.541,Снялось,""Включить ЭНБГ"",Выход,
02.12.2022,10:49:04.938,Снялось,""ЭНБГ включен"",Вход,
02.12.2022,10:49:19.743,Снялось,""Включить ВВ1"",Выход,
